Word_ID,Personal_ID,InputTime(s),TotalTime(s),BackspaceCount,KeystrokeCount,DelayTime(ms)
43,7,5.9,554.61,1,29,2800
44,7,8.81,554.61,2,28,2300
45,7,5.54,554.61,0,21,900
1,8,6.56,882.82,0,27,1500
2,8,7.81,882.82,0,29,3800
3,8,10.38,882.82,0,28,0
4,8,10.84,882.82,0,28,0
5,8,10.33,882.82,1,29,3200
6,8,9.53,882.82,0,27,0
7,8,12.01,882.82,0,28,3100
8,8,8.29,882.82,0,27,1100
9,8,17.77,882.82,2,35,2000
10,8,46.18,882.82,16,66,2500
11,8,27.79,882.82,14,62,1900
12,8,291.28,882.82,1,30,1200
13,8,15.7,882.82,2,35,3500
14,8,8.03,882.82,0,26,3000
15,8,7.69,882.82,0,29,3600
16,8,11.08,882.82,0,24,800
17,8,30.7,882.82,20,81,2700
18,8,9.82,882.82,1,30,0
19,8,12.83,882.82,0,27,3300
20,8,27.52,882.82,13,69,1000
21,8,45.83,882.82,28,102,3700
22,8,8.46,882.82,0,32,2600
23,8,14.62,882.82,2,31,2200
24,8,10.97,882.82,0,27,700
25,8,11.17,882.82,2,33,500
26,8,7.56,882.82,0,29,400
27,8,7.74,882.82,0,27,0
28,8,11.51,882.82,1,30,2100
29,8,7.16,882.82,0,26,4000
30,8,9.27,882.82,0,26,1700
31,8,17.11,882.82,1,29,3400
32,8,,882.82,0,0,
33,8,6.59,882.82,0,23,3900
34,8,19.52,882.82,13,60,600
35,8,6.51,882.82,0,26,1800
36,8,8.66,882.82,0,27,1300
37,8,21.29,882.82,7,50,2400
38,8,6.24,882.82,0,28,200
39,8,18.91,882.82,6,40,1400
40,8,8.08,882.82,0,27,2900
41,8,17.32,882.82,4,35,300
42,8,6.66,882.82,0,28,0
43,8,11.58,882.82,0,27,2800
44,8,10.1,882.82,3,31,2300
45,8,7.82,882.82,0,21,900
1,9,5.62,690.03,0,27,1500
2,9,11.56,690.03,0,29,3800
3,9,5.37,690.03,0,28,0
4,9,6.15,690.03,0,28,0
5,9,25.89,690.03,11,58,3200
6,9,15.07,690.03,8,48,0
7,9,8.96,690.03,0,28,3100
8,9,5.84,690.03,0,26,1100
9,9,6.36,690.03,0,29,2000
10,9,12.66,690.03,1,27,2500
11,9,7.28,690.03,0,26,1900
12,9,205.4,690.03,0,27,1200
13,9,6.59,690.03,0,28,3500
14,9,12.42,690.03,0,26,3000
15,9,6,690.03,0,29,3600
16,9,5.09,690.03,0,24,800
17,9,6.84,690.03,0,28,2700
18,9,7.98,690.03,1,31,0
19,9,12.26,690.03,0,27,3300
20,9,8.43,690.03,0,31,1000
21,9,26.61,690.03,7,47,3700
22,9,9.21,690.03,1,35,2600
23,9,10.49,690.03,1,29,2200
24,9,5.94,690.03,0,26,700
25,9,7.44,690.03,0,29,500
26,9,6.32,690.03,0,29,400
27,9,6.08,690.03,0,26,0
28,9,17.01,690.03,4,37,2100
29,9,12.81,690.03,1,29,4000
30,9,8.18,690.03,0,26,1700
31,9,5.99,690.03,0,26,3400
32,9,,690.03,0,0,
33,9,5.49,690.03,0,23,3900
34,9,20.35,690.03,13,55,600
35,9,11.2,690.03,3,33,1800
36,9,7.12,690.03,1,29,1300
37,9,29.65,690.03,12,57,2400
38,9,14.71,690.03,27,85,200
39,9,5.63,690.03,0,25,1400
40,9,6.41,690.03,0,26,2900
41,9,29.23,690.03,26,77,300
42,9,16.23,690.03,12,63,0
43,9,6.61,690.03,0,27,2800
44,9,18.32,690.03,6,39,2300
45,9,21.23,690.03,16,59,900
1,10,21.41,731.94,23,75,1500
2,10,6.18,731.94,0,29,3800
3,10,6.16,731.94,1,30,0
4,10,6.33,731.94,0,28,0
5,10,6.39,731.94,0,27,3200
6,10,7.2,731.94,0,27,0
7,10,17.25,731.94,76,130,3100
8,10,5.11,731.94,0,27,1100
9,10,56.04,731.94,68,170,2000
10,10,7.76,731.94,0,25,2500
11,10,6.28,731.94,0,26,1900
12,10,227.21,731.94,0,27,1200
13,10,22.93,731.94,77,133,3500
14,10,5.23,731.94,0,26,3000
15,10,5.91,731.94,0,29,3600
16,10,4.39,731.94,0,24,800
17,10,6.23,731.94,0,28,2700
18,10,7.23,731.94,0,28,0
19,10,5.6,731.94,0,27,3300
20,10,14.74,731.94,8,55,1000
21,10,40.4,731.94,159,244,3700
22,10,22.33,731.94,36,100,2600
23,10,8.71,731.94,0,27,2200
24,10,6.07,731.94,0,27,700
25,10,20.01,731.94,21,80,500
26,10,7.36,731.94,0,29,400
27,10,5.38,731.94,0,27,0
28,10,5.54,731.94,0,28,2100
29,10,16.94,731.94,28,62,4000
30,10,6,731.94,0,26,1700
31,10,4.8,731.94,0,26,3400
32,10,,731.94,0,0,
33,10,4.24,731.94,0,23,3900
34,10,4.88,731.94,0,25,600
35,10,5.32,731.94,0,26,1800
36,10,13.53,731.94,15,53,1300
37,10,24.45,731.94,30,88,2400
38,10,5.07,731.94,0,28,200
39,10,25.97,731.94,50,106,1400
40,10,25.82,731.94,32,86,2900
41,10,5.84,731.94,0,25,300
42,10,5.09,731.94,0,28,0
43,10,5.04,731.94,0,27,2800
44,10,10.43,731.94,1,26,2300
45,10,7.14,731.94,2,26,900
1,11,6.72,569.06,0,27,1500
2,11,4.49,569.06,0,28,3800
3,11,4.51,569.06,0,28,0
4,11,8.07,569.06,3,37,0
5,11,32.13,569.06,127,209,3200
6,11,5.71,569.06,0,27,0
7,11,4.56,569.06,0,28,3100
8,11,4.68,569.06,0,27,1100
9,11,5.21,569.06,0,29,2000
10,11,5.96,569.06,1,27,2500
11,11,25.73,569.06,112,189,1900
12,11,171.65,569.06,1,30,1200
13,11,4.86,569.06,0,28,3500
14,11,10.81,569.06,53,85,3000
15,11,8.29,569.06,10,43,3600
16,11,14.67,569.06,9,46,800
17,11,6.35,569.06,1,30,2700
18,11,5.01,569.06,0,28,0
19,11,18.37,569.06,52,106,3300
20,11,8.5,569.06,2,35,1000
21,11,20.65,569.06,52,105,3700
22,11,5.69,569.06,0,31,2600
23,11,5.71,569.06,0,27,2200
24,11,15.32,569.06,34,87,700
25,11,4.26,569.06,0,29,500
26,11,6.62,569.06,1,31,400
27,11,4.36,569.06,0,26,0
28,11,4.74,569.06,0,28,2100
29,11,4.42,569.06,0,26,4000
30,11,4.96,569.06,0,26,1700
31,11,6.84,569.06,2,31,3400
32,11,,569.06,0,0,
33,11,22.06,569.06,54,104,3900
34,11,5.28,569.06,0,25,600
35,11,6.6,569.06,0,26,1800
36,11,10.32,569.06,6,44,1300
37,11,10.22,569.06,1,32,2400
38,11,4.49,569.06,0,28,200
39,11,4.24,569.06,0,25,1400
40,11,16.38,569.06,50,105,2900
41,11,17.31,569.06,6,40,300
42,11,4.68,569.06,0,28,0
43,11,5.36,569.06,2,33,2800
44,11,5.81,569.06,0,23,2300
45,11,16.46,569.06,44,85,900
